,제목,관객수,매출액,연도
131,극장판 도라에몽: 진구와 철인군단 날아라 천사들,105440,715096000,2011
132,히트,105344,741807000,2011
133,헬프,104250,754685000,2011
134,로맨틱 크라운,102067,764715000,2011
135,비스틀리,101849,771459000,2011
136,러브 앤 프렌즈,96039,687517000,2011
137,타운,94590,732752000,2011
138,"울지마, 톤즈",88623,555397000,2011
139,프리스트,85348,772664500,2011
140,옥보단 3D,81392,932867500,2011
141,타워 하이스트,79966,554502000,2011
142,웨이 백,78622,579637500,2011
143,기생령,78447,615236000,2011
144,샤크 나이트 3D,77991,721689500,2011
145,프렌즈 위드 베네핏,73341,540292500,2011
146,회초리,71133,459520000,2011
147,완벽한 파트너,66222,501955000,2011
148,로맨틱 헤븐,66011,486036000,2011
149,꿀벌 하치의 대모험,65931,442060000,2011
150,레지던트,64300,504145000,2011
151,Mr.아이돌,61786,432013000,2011
152,헤드,60495,455405500,2011
153,미트 페어런츠 3,59967,448391500,2011
154,천녀유혼,59892,450309500,2011
155,언피니시드,58933,431742000,2011
156,베니싱,58780,436450000,2011
157,블리츠,58737,445269000,2011
158,돈비 어프레이드 : 어둠 속의 속삭임,58412,430886000,2011
159,황당한 외계인: 폴,56812,425361000,2011
160,결정적 한방,56360,405337500,2011
161,극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,52781,354240000,2011
162,청원,52311,377809500,2011
163,"사랑한다, 사랑하지 않는다",49918,381027500,2011
164,더 라이트: 악마는 있다,47048,359463500,2011
165,포인트 블랭크,47035,357427000,2011
166,고 녀석 맛나겠다,45103,310047500,2011
167,아프리카 마법여행,44479,409973500,2011
168,아따맘마 - 극장판,42851,278494500,2011
169,스크림 4G,41465,325752000,2011
170,스트레스를 부르는 그 이름 직장상사,38235,301327000,2011
171,더 킥,36966,251655000,2011
172,내 여자친구의 결혼식,35093,259062000,2011
173,아메리칸,34019,268331000,2011
174,쓰리 데이즈,33006,251173500,2011
175,쩨쩨한 로맨스,30799,243547500,2011
176,행오버 2,29401,224908000,2011
177,트리 오브 라이프,28120,194886500,2011
178,마오의 라스트 댄서,26798,192448500,2011
179,음모자,26444,200743000,2011
180,워터 포 엘리펀트,24702,180932000,2011
181,별을 쫓는 아이,24027,172984000,2011
182,퍼펙트 센스,23655,172708000,2011
183,달빛 길어올리기,22141,134234500,2011
184,쟈니 잉글리쉬2 : 네버다이,21459,153744000,2011
185,세인트 클라우드,20480,149079500,2011
186,가필드 펫 포스 3D,18798,202424000,2011
187,소중한 날의 꿈,16895,123357500,2011
188,초(민망한)능력자들,16459,123224000,2011
189,히어애프터,12225,89369500,2011
190,훈장과 악동들,9818,50584000,2011
191,인 어 베러 월드,9629,68971000,2011
192,오페라의 유령 : 25주년 특별 공연,9439,182394500,2011
193,극장판 메이저 : 우정의 강속구,7790,50326500,2011
194,스톤,7263,53131000,2011
195,샤오린 : 최후의 결전,5495,37629000,2011
196,원더풀 라디오,5288,39364000,2011
197,최종병기 활 감독확장판,5012,38476500,2011
198,무협,4914,33309500,2011
199,써니 감독판,3609,17633000,2011
200,그을린 사랑,3223,25065000,2011
201,"미안해, 고마워",2967,22426500,2011
202,트루맛쇼,2305,18627000,2011
203,비우티풀,2270,16550500,2011
204,코파카바나,1891,16031500,2011
205,최후의 툰드라-극장판,1778,12835000,2011
206,부러진 화살,1700,11900000,2011
207,혈투,1444,11552000,2011
208,소명 3 : 히말라야의 슈바이처,1342,9130500,2011
209,콜렉터,684,5431500,2011
210,굿바이 보이,513,4061000,2011
211,바보야,479,1922000,2011
